id,time,thing_id,location_id
9,2023-08-12 02:49:48,9,9
10,2023-01-25 04:17:06,10,10
11,2023-04-19 14:37:51,11,11
12,2023-03-08 06:11:16,12,12
13,2023-03-17 12:33:26,13,13
14,2023-11-11 18:48:14,14,14
15,2023-09-28 20:22:26,15,15
16,2023-10-31 12:23:52,16,16
17,2023-08-04 19:23:57,17,17
18,2023-10-17 06:10:26,18,18
19,2023-07-27 12:43:52,19,19
20,2023-02-24 16:18:34,20,20
21,2023-08-30 11:53:49,21,21
22,2023-12-11 10:11:38,22,22
23,2023-08-03 11:19:16,23,23
24,2023-07-05 00:31:10,24,24
25,2023-08-13 11:09:16,25,25
26,2023-10-26 00:39:06,26,26
27,2023-09-02 21:20:10,27,27
28,2023-07-30 10:45:04,28,28
29,2023-08-30 18:21:23,29,29
30,2023-09-22 05:35:50,30,30
31,2023-01-29 06:46:30,31,31
32,2023-04-19 07:52:00,32,32
33,2023-03-24 04:37:55,33,33
34,2023-11-04 00:34:19,34,34
35,2023-12-18 03:52:41,35,35
36,2023-10-14 00:58:05,36,36
37,2023-07-11 20:24:50,37,37
38,2023-07-27 17:45:28,38,38
39,2023-12-21 10:57:44,39,39
40,2023-03-25 23:23:28,40,40
41,2023-08-11 20:28:27,41,41
42,2023-05-16 03:02:51,42,42
43,2023-03-14 08:30:41,43,43
44,2023-11-02 23:25:31,44,44
45,2023-01-16 23:32:39,45,45
46,2023-11-05 13:25:51,46,46
47,2023-10-15 17:46:03,47,47
48,2023-10-30 05:30:51,48,48
49,2023-04-07 08:58:18,49,49
50,2023-02-15 06:06:20,50,50
51,2023-09-19 10:10:04,51,51
52,2023-04-02 06:54:56,52,52
53,2023-09-23 22:07:00,53,53
54,2023-10-18 22:32:51,54,54
55,2023-07-21 11:42:09,55,55
56,2023-09-15 13:26:33,56,56
57,2023-04-07 16:50:11,57,57
58,2023-05-13 06:05:15,58,58
59,2023-02-20 07:51:30,59,59
60,2023-12-09 13:15:11,60,60
61,2023-03-18 05:47:55,61,61
62,2023-03-13 20:28:50,62,62
63,2023-07-15 06:26:05,63,63
64,2023-04-30 23:11:38,64,64
65,2023-06-30 11:14:21,65,65
66,2023-07-26 03:45:04,66,66
67,2023-09-27 13:20:38,67,67
68,2023-12-09 11:28:17,68,68
69,2023-12-29 06:01:48,69,69
70,2023-03-22 17:54:05,70,70
71,2023-11-06 12:30:03,71,71
