id,time,thing_id,location_id
1,2023-01-31 11:29:27,1,1
2,2023-04-17 13:03:20,2,2
3,2023-12-30 20:18:52,3,3
4,2023-09-07 02:26:04,4,4
5,2023-07-14 05:24:52,5,5
6,2023-09-24 23:07:50,6,6
7,2023-09-07 06:05:23,7,7
8,2023-06-01 23:57:12,8,8
9,2023-06-26 05:51:02,9,9
10,2023-05-15 11:01:26,10,10
11,2023-07-09 15:32:59,11,11
12,2023-03-24 08:12:53,12,12
13,2023-08-13 13:52:46,13,13
14,2023-12-29 15:30:49,14,14
15,2023-08-08 22:23:40,15,15
16,2023-12-12 03:50:27,16,16
17,2023-01-01 06:02:21,17,17
18,2023-06-01 04:41:07,18,18
19,2023-03-24 20:16:04,19,19
20,2023-01-22 14:22:45,20,20
21,2023-08-15 08:51:27,21,21
22,2023-12-18 06:11:55,22,22
23,2023-09-16 16:52:34,23,23
24,2023-12-18 06:31:49,24,24
25,2023-03-19 09:17:33,25,25
26,2023-11-02 06:42:31,26,26
27,2023-01-07 12:53:47,27,27
28,2023-11-25 08:23:22,28,28
29,2023-04-21 16:40:52,29,29
30,2023-02-23 10:09:34,30,30
31,2023-06-13 21:00:59,31,31
32,2023-01-24 15:19:35,32,32
33,2023-09-13 16:33:49,33,33
34,2023-02-28 01:27:05,34,34
35,2023-10-02 17:53:21,35,35
36,2023-02-07 17:49:14,36,36
37,2023-01-05 18:52:02,37,37
38,2023-01-05 04:51:27,38,38
39,2023-06-23 02:36:32,39,39
40,2023-04-29 18:29:38,40,40
41,2023-03-07 13:17:32,41,41
42,2023-08-20 17:15:07,42,42
43,2023-02-15 17:43:24,43,43
44,2023-02-19 20:52:22,44,44
45,2023-05-23 11:27:52,45,45
46,2023-01-19 04:10:26,46,46
47,2023-10-07 19:59:14,47,47
48,2023-01-24 05:48:15,48,48
49,2023-01-03 11:20:59,49,49
50,2023-09-15 06:06:55,50,50
51,2023-03-27 23:45:26,51,51
52,2023-07-25 05:18:37,52,52
53,2023-03-10 13:58:47,53,53
54,2023-12-11 17:44:36,54,54
55,2023-03-25 21:52:59,55,55
56,2023-07-22 03:58:42,56,56
57,2023-04-03 08:41:28,57,57
58,2023-02-19 09:22:39,58,58
59,2023-05-13 10:40:10,59,59
60,2023-04-18 09:40:06,60,60
61,2023-04-03 01:51:28,61,61
62,2023-04-06 04:17:17,62,62
63,2023-04-26 22:37:13,63,63
64,2023-12-15 19:17:29,64,64
65,2023-10-11 14:59:11,65,65
66,2023-10-20 05:58:13,66,66
67,2023-07-02 05:55:28,67,67
68,2023-02-04 21:02:17,68,68
69,2023-11-28 14:39:32,69,69
70,2023-05-07 08:54:14,70,70
71,2023-09-20 23:51:56,71,71
72,2023-03-30 20:39:06,72,72
73,2023-11-03 13:56:07,73,73
74,2023-06-11 14:26:00,74,74
75,2023-01-11 10:52:35,75,75
76,2023-06-22 04:00:59,76,76
77,2023-01-21 06:34:38,77,77
78,2023-07-29 15:26:30,78,78
79,2023-04-15 10:16:28,79,79
80,2023-12-29 00:32:29,80,80
81,2023-03-21 00:21:33,81,81
82,2023-10-01 05:35:00,82,82
83,2023-09-05 09:15:10,83,83
84,2023-02-26 15:46:40,84,84
85,2023-11-19 07:49:34,85,85
86,2023-01-20 11:03:24,86,86
87,2023-10-17 03:43:58,87,87
88,2023-09-24 19:11:45,88,88
89,2023-06-19 15:03:42,89,89
90,2023-09-15 22:23:49,90,90
91,2023-05-23 00:15:08,91,91
92,2023-08-21 21:03:11,92,92
93,2023-12-17 00:10:29,93,93
94,2023-12-05 00:49:00,94,94
95,2023-05-12 08:33:11,95,95
96,2023-02-01 12:50:52,96,96
97,2023-12-30 18:45:28,97,97
98,2023-10-01 17:02:12,98,98
99,2023-04-14 00:46:30,99,99
100,2023-01-10 10:07:20,100,100
101,2023-04-06 11:40:21,101,101
102,2023-11-16 17:57:04,102,102
103,2023-04-17 09:59:46,103,103
104,2023-01-28 04:00:08,104,104
105,2023-08-13 16:59:49,105,105
106,2023-09-11 19:15:29,106,106
107,2023-10-27 19:03:05,107,107
108,2023-03-18 03:45:24,108,108
109,2023-12-18 02:22:59,109,109
110,2023-12-23 22:19:30,110,110
111,2023-07-04 20:38:17,111,111
112,2023-06-13 20:51:25,112,112
113,2023-01-03 18:16:29,113,113
114,2023-03-25 14:28:29,114,114
115,2023-02-12 19:44:33,115,115
116,2023-01-30 03:01:03,116,116
117,2023-07-22 21:28:19,117,117
118,2023-07-06 22:06:20,118,118
119,2023-09-03 13:57:08,119,119
120,2023-07-24 06:16:54,120,120
121,2023-05-20 13:55:29,121,121
122,2023-01-05 18:04:00,122,122
123,2023-06-08 03:21:18,123,123
124,2023-08-08 23:40:31,124,124
125,2023-04-01 16:05:30,125,125
126,2023-10-21 21:52:06,126,126
127,2023-11-23 22:58:23,127,127
128,2023-06-20 23:24:53,128,128
129,2023-08-02 05:44:31,129,129
130,2023-09-01 19:21:30,130,130
131,2023-10-23 17:15:27,131,131
132,2023-01-10 13:50:08,132,132
133,2023-11-21 05:23:30,133,133
134,2023-06-27 06:18:12,134,134
135,2023-06-26 20:49:48,135,135
136,2023-05-17 09:59:23,136,136
137,2023-09-27 16:32:53,137,137
138,2023-12-19 11:26:39,138,138
139,2023-02-02 17:54:57,139,139
140,2023-02-09 11:13:44,140,140
141,2023-07-05 19:15:04,141,141
142,2023-09-13 09:03:49,142,142
143,2023-07-26 14:19:59,143,143
144,2023-04-15 06:08:10,144,144
145,2023-12-27 11:39:50,145,145
146,2023-07-12 21:52:44,146,146
147,2023-06-20 13:59:05,147,147
148,2023-11-17 22:01:39,148,148
149,2023-01-27 01:14:59,149,149
150,2023-09-18 20:44:29,150,150
151,2023-11-17 03:59:54,151,151
152,2023-02-11 04:57:18,152,152
153,2023-06-07 05:24:16,153,153
154,2023-05-16 13:16:37,154,154
